epi_week,date,country,state,city,newDeaths,deaths,newCases,totalCases,deathsMS,totalCasesMS,deaths_per_100k_inhabitants,totalCases_per_100k_inhabitants,deaths_by_totalCases,recovered,suspects,tests,tests_per_100k_inhabitants,vaccinated,vaccinated_per_100_inhabitants,vaccinated_second,vaccinated_second_per_100_inhabitants,vaccinated_single,vaccinated_single_per_100_inhabitants,vaccinated_third,vaccinated_third_per_100_inhabitants
115,2021-04-16,Brazil,MT,TOTAL,60,8997,2477,341074,8842,338716,258.20312,9788.41521,0.02638,318039,48576,1039067,29819.97815,303084,8.69815,102615,2.94493,,,,
115,2021-04-16,Brazil,PA,TOTAL,116,11751,2021,450277,11635,448256,136.59403,5234.03541,0.02610,419483,720,980727,11400.00453,925740,10.76083,322168,3.74489,,,,
115,2021-04-16,Brazil,PB,TOTAL,41,6388,1124,277793,6388,277793,158.97954,6913.49477,0.02300,194049,77408,763570,19003.13255,561983,13.98619,179448,4.46596,,,,
115,2021-04-16,Brazil,PE,TOTAL,51,13102,1869,378852,13102,378852,137.09221,3964.10155,0.03458,319407,8487,1493167,15623.68847,1156508,12.10107,396025,4.14379,,,,
115,2021-04-16,Brazil,PI,TOTAL,38,4731,1006,225796,4693,224790,144.53626,6898.26889,0.02095,219695,3678,650828,19883.37503,350018,10.69336,100807,3.07974,,,,
115,2021-04-16,Brazil,PR,TOTAL,196,20182,5695,902626,20182,902626,176.50932,7894.25743,0.02236,645607,12241,2874680,25141.60233,1358518,11.88143,411914,3.60255,,,,
115,2021-04-16,Brazil,RJ,TOTAL,287,40716,4717,697763,40716,697763,235.83049,4041.50190,0.05835,648643,52017,2313502,13399.99790,1821802,10.55203,506684,2.93476,,,,
115,2021-04-16,Brazil,RN,TOTAL,9,5093,0,212802,5045,211050,145.22993,6068.17565,0.02393,150649,52838,679086,19364.54137,414423,11.81752,122773,3.50095,,,,
115,2021-04-16,Brazil,RO,TOTAL,33,4737,1452,203300,4737,203300,266.53913,11439.18187,0.02330,180089,278705,529325,29783.79215,158120,8.89702,46574,2.62060,,,,
115,2021-04-16,Brazil,RR,TOTAL,10,1445,315,93574,1435,93259,238.54292,15447.34640,0.01544,85381,41093,219083,36166.57395,60264,9.94848,27956,4.61502,,,,
115,2021-04-16,Brazil,RS,TOTAL,179,22977,5036,915558,22977,915558,201.95585,8047.27755,0.02510,877989,13610,3500110,30764.14234,1901102,16.70970,514451,4.52176,,,,
115,2021-04-16,Brazil,SC,TOTAL,71,12480,3678,852350,12480,852350,174.18520,11896.37432,0.01464,815227,148451,1827719,25509.74293,859583,11.99733,322032,4.49465,,,,
115,2021-04-16,Brazil,SE,TOTAL,27,3903,1003,188659,3903,188659,169.79192,8207.21835,0.02069,170284,2320,386688,16822.05912,268869,11.69659,96335,4.19085,,,,
115,2021-04-16,Brazil,SP,TOTAL,791,87326,17979,2722077,87326,2722077,190.17380,5927.99080,0.03208,2333565,1088735,12035827,26210.96748,6012103,13.09283,2885982,6.28493,,,,
115,2021-04-16,Brazil,TO,TOTAL,12,2357,775,152684,2348,151909,149.85383,9707.37494,0.01544,130970,405,460233,29260.78890,142815,9.07992,45112,2.86814,,,,
115,2021-04-16,Brazil,TOTAL,TOTAL,3337,369272,84387,13843594,368749,13832455,173.10899,6489.66211,0.02667,12173458,5514677,43152651,20229.29337,25810304,12.09947,9183144,4.30492,,,,
115,2021-04-17,Brazil,AC,TOTAL,10,1405,287,75334,1405,75334,159.30879,8541.89935,0.01865,62122,44233,193561,21947.30904,82890,9.39865,21448,2.43193,,,,
115,2021-04-17,Brazil,AL,TOTAL,23,3944,1057,165461,3944,165461,118.17735,4957.84538,0.02384,156735,8803,402223,12052.14186,409739,12.27735,140288,4.20357,,,,
115,2021-04-17,Brazil,AM,TOTAL,10,12362,701,363102,12362,363102,298.26784,8760.85178,0.03405,309603,410,904290,21818.52663,533455,12.87109,196149,4.73264,,,,
115,2021-04-17,Brazil,AP,TOTAL,8,1464,166,103002,1464,103002,173.10469,12179.04984,0.01421,74779,2205,169813,20078.84304,76039,8.99092,25166,2.97565,,,,
115,2021-04-17,Brazil,BA,TOTAL,94,17228,3889,859760,17228,859760,115.83356,5780.65152,0.02004,826161,190000,1978117,13299.99656,2016172,13.55586,605157,4.06881,,,,
115,2021-04-17,Brazil,CE,TOTAL,133,16208,10423,620272,16163,616022,177.48425,6792.23283,0.02613,421558,87297,1790588,19607.67308,1139379,12.47667,397376,4.35143,,,,
115,2021-04-17,Brazil,DF,TOTAL,47,7172,1194,365646,7172,365646,237.85614,12126.48428,0.01961,344807,661,782118,25938.58987,357299,11.84966,140229,4.65063,,,,
115,2021-04-17,Brazil,ES,TOTAL,49,8636,1605,415601,8588,413996,214.89804,10341.80633,0.02078,385548,242843,1219503,30346.08637,587097,14.60931,146214,3.63839,,,,
115,2021-04-17,Brazil,GO,TOTAL,100,13665,763,523769,13647,523287,194.70377,7462.84670,0.02609,498474,427613,1044078,14876.39409,725546,10.33784,234370,3.33939,,,,
115,2021-04-17,Brazil,MA,TOTAL,41,6824,1092,255281,6824,255281,96.44983,3608.11971,0.02673,227535,2815,609020,8607.83632,665612,9.40770,210029,2.96853,,,,
115,2021-04-17,Brazil,MG,TOTAL,402,29940,8963,1275234,29940,1275234,141.43462,6024.12296,0.02348,1151944,2675975,3605959,17034.31717,2591742,12.24322,911733,4.30697,,,,
115,2021-04-17,Brazil,MS,TOTAL,37,5193,928,237015,5156,236087,186.86672,8528.83030,0.02191,216864,2538,719266,25882.31823,417991,15.04113,173733,6.25167,,,,
115,2021-04-17,Brazil,MT,TOTAL,34,9031,1169,342243,8880,340220,259.17888,9821.96411,0.02639,319484,48576,1039067,29819.97815,317899,9.12332,110187,3.16223,,,,
115,2021-04-17,Brazil,PA,TOTAL,115,11866,595,450872,11751,450277,137.93079,5240.95171,0.02632,420703,720,980727,11400.00453,933997,10.85681,343368,3.99132,,,,
115,2021-04-17,Brazil,PB,TOTAL,26,6414,1377,279170,6414,279170,159.62661,6947.76447,0.02298,194049,77408,763570,19003.13255,577263,14.36647,191573,4.76772,,,,
115,2021-04-17,Brazil,PE,TOTAL,77,13179,1966,380818,13179,380818,137.89790,3984.67271,0.03461,319407,8487,1493167,15623.68847,1161868,12.15716,404674,4.23429,,,,
115,2021-04-17,Brazil,PI,TOTAL,27,4758,828,226624,4731,225796,145.36114,6923.56503,0.02100,219695,3678,650828,19883.37503,350907,10.72052,103139,3.15099,,,,
115,2021-04-17,Brazil,PR,TOTAL,115,20297,3125,905751,20297,905751,177.51510,7921.58830,0.02241,645607,12241,2874680,25141.60233,1361204,11.90492,420934,3.68144,,,,
115,2021-04-17,Brazil,RJ,TOTAL,446,41162,1659,699422,41162,699422,238.41376,4051.11097,0.05885,648643,52017,2313502,13399.99790,1857188,10.75699,529649,3.06777,,,,
115,2021-04-17,Brazil,RN,TOTAL,13,5106,0,212802,5093,211890,145.60063,6068.17565,0.02399,150649,52838,679086,19364.54137,414423,11.81752,122773,3.50095,,,,
115,2021-04-17,Brazil,RO,TOTAL,51,4788,428,203728,4788,203728,269.40877,11463.26436,0.02350,180089,278705,529325,29783.79215,158536,8.92042,46896,2.63872,,,,
115,2021-04-17,Brazil,RR,TOTAL,0,1445,178,93752,1445,93574,238.54292,15476.73092,0.01541,85381,41093,219083,36166.57395,60858,10.04654,28842,4.76128,,,,
115,2021-04-17,Brazil,RS,TOTAL,144,23121,4868,920426,23121,920426,203.22154,8090.06473,0.02512,877989,13610,3500110,30764.14234,1929651,16.96063,540084,4.74706,,,,
115,2021-04-17,Brazil,SC,TOTAL,61,12541,2377,854727,12541,854727,175.03658,11929.55046,0.01467,815227,148451,1827719,25509.74293,859583,11.99733,322032,4.49465,,,,
115,2021-04-17,Brazil,SE,TOTAL,26,3929,914,189573,3929,189573,170.92299,8246.98003,0.02073,170284,2320,386688,16822.05912,271229,11.79925,99658,4.33541,,,,
115,2021-04-17,Brazil,SP,TOTAL,771,88097,17746,2739823,88097,2739823,191.85284,5966.63707,0.03215,2358583,1088735,12035827,26210.96748,6082633,13.24643,3006774,6.54799,,,,
115,2021-04-17,Brazil,TO,TOTAL,17,2374,267,152951,2357,152684,150.93466,9724.35033,0.01552,130970,405,460233,29260.78890,144955,9.21598,46252,2.94062,,,,
115,2021-04-17,Brazil,TOTAL,TOTAL,2877,372149,68565,13912159,371678,13900091,174.45768,6521.80432,0.02675,12212890,5514677,43172148,20238.43326,26085155,12.22832,9518727,4.46223,,,,
116,2021-04-18,Brazil,AC,TOTAL,13,1418,71,75405,1418,75405,160.78282,8549.94983,0.01881,62798,44233,197954,22445.41831,82872,9.39661,21448,2.43193,,,,
116,2021-04-18,Brazil,AL,TOTAL,24,3968,1247,166708,3968,166708,118.89648,4995.21028,0.02380,158555,8803,402223,12052.14186,412263,12.35298,141303,4.23398,,,,
116,2021-04-18,Brazil,AM,TOTAL,9,12371,484,363586,12371,363586,298.48499,8772.52963,0.03402,311360,410,909902,21953.93183,533618,12.87503,196286,4.73595,,,,
116,2021-04-18,Brazil,AP,TOTAL,3,1467,114,103116,1467,103116,173.45941,12192.52930,0.01423,75190,2205,169813,20078.84304,78421,9.27257,25939,3.06705,,,,
116,2021-04-18,Brazil,BA,TOTAL,75,17303,2574,862334,17303,862334,116.33783,5797.95797,0.02007,828606,190000,1978117,13299.99656,2038291,13.70458,622677,4.18661,,,,
116,2021-04-18,Brazil,CE,TOTAL,27,16235,2775,623047,16218,622765,177.77991,6822.62022,0.02606,424581,87297,1803069,19744.34515,1139379,12.47667,397376,4.35143,,,,
116,2021-04-18,Brazil,DF,TOTAL,38,7210,1062,366708,7210,366708,239.11639,12161.70503,0.01966,348450,661,782118,25938.58987,360178,11.94514,140433,4.65740,,,,
116,2021-04-18,Brazil,ES,TOTAL,37,8673,1331,416932,8666,416886,215.81875,10374.92690,0.02080,386306,242843,1223143,30436.66405,593299,14.76364,148226,3.68845,,,,
116,2021-04-18,Brazil,GO,TOTAL,11,13676,644,524413,13672,524021,194.86050,7472.02264,0.02608,499729,427613,1044078,14876.39409,730489,10.40827,236027,3.36300,,,,
116,2021-04-18,Brazil,MA,TOTAL,42,6866,717,255998,6866,255998,97.04345,3618.25372,0.02682,230904,2815,619742,8759.38015,681194,9.62794,220828,3.12116,,,,
116,2021-04-18,Brazil,MG,TOTAL,369,30309,4315,1279549,30309,1279549,143.17776,6044.50675,0.02369,1165442,2675975,3605959,17034.31717,2591742,12.24322,911733,4.30697,,,,
116,2021-04-18,Brazil,MS,TOTAL,31,5224,699,237714,5193,237015,187.98224,8553.98336,0.02198,219268,2538,723933,26050.25718,424980,15.29263,174681,6.28578,,,,
116,2021-04-18,Brazil,MT,TOTAL,53,9084,653,342896,8930,340876,260.69992,9840.70443,0.02649,320566,48576,1039067,29819.97815,319062,9.15670,110420,3.16892,,,,
116,2021-04-18,Brazil,PA,TOTAL,34,11900,320,451192,11866,450872,138.32601,5244.67140,0.02637,421399,720,980727,11400.00453,938666,10.91109,348518,4.05119,,,,
116,2021-04-18,Brazil,PB,TOTAL,30,6444,893,280063,6444,280063,160.37323,6969.98875,0.02301,194389,77408,763570,19003.13255,578608,14.39994,193020,4.80373,,,,
116,2021-04-18,Brazil,PE,TOTAL,33,13212,1346,382164,13212,382164,138.24319,3998.75652,0.03457,324576,8487,1493167,15623.68847,1165159,12.19159,410094,4.29100,,,,
116,2021-04-18,Brazil,PI,TOTAL,22,4780,1286,227910,4758,226624,146.03326,6962.85348,0.02097,220534,3678,653212,19956.20835,351887,10.75046,104171,3.18252,,,,
116,2021-04-18,Brazil,PR,TOTAL,52,20349,1239,906990,20349,906990,177.96988,7932.42444,0.02244,648889,12241,2874680,25141.60233,1373605,12.01338,426758,3.73237,,,,
116,2021-04-18,Brazil,RJ,TOTAL,148,41310,3927,703349,41310,703349,239.27099,4073.85648,0.05873,653975,52017,2313502,13399.99790,1857188,10.75699,529649,3.06777,,,,
116,2021-04-18,Brazil,RN,TOTAL,59,5165,2433,215235,5106,212692,147.28305,6137.55410,0.02400,150649,52838,679086,19364.54137,414423,11.81752,122773,3.50095,,,,
116,2021-04-18,Brazil,RO,TOTAL,13,4801,754,204482,4801,204482,270.14025,11505.69005,0.02348,180089,278705,529325,29783.79215,158536,8.92042,46896,2.63872,,,,
116,2021-04-18,Brazil,RR,TOTAL,0,1445,38,93790,1445,93752,238.54292,15483.00402,0.01541,86691,41093,219083,36166.57395,60858,10.04654,28842,4.76128,,,,
116,2021-04-18,Brazil,RS,TOTAL,71,23192,1386,921812,23192,921812,203.84559,8102.24695,0.02516,884729,13610,3520687,30945.00344,1939457,17.04682,543851,4.78017,,,,
116,2021-04-18,Brazil,SC,TOTAL,41,12582,1175,855902,12582,855902,175.60882,11945.95011,0.01470,822243,148451,1827719,25509.74293,859583,11.99733,322032,4.49465,,,,
116,2021-04-18,Brazil,SE,TOTAL,26,3955,661,190234,3955,190234,172.05407,8275.73546,0.02079,170284,2320,386688,16822.05912,273868,11.91406,102373,4.45352,,,,
116,2021-04-18,Brazil,SP,TOTAL,253,88350,6394,2746217,88350,2746217,192.40381,5980.56157,0.03217,2381499,1088735,12035827,26210.96748,6107125,13.29976,3032479,6.60397,,,,
116,2021-04-18,Brazil,TO,TOTAL,8,2382,300,153251,2374,152951,151.44329,9743.42379,0.01554,131837,405,462813,29424.82068,145531,9.25260,48029,3.05360,,,,
116,2021-04-18,Brazil,TOTAL,TOTAL,1522,373671,38838,13950997,373335,13943071,175.17117,6540.01097,0.02678,12303538,5514677,43239204,20269.86807,26210282,12.28697,9606862,4.50355,,,,
116,2021-04-19,Brazil,AC,TOTAL,15,1433,194,75599,1433,75599,162.48363,8571.94691,0.01896,62798,44233,197954,22445.41831,83807,9.50263,21765,2.46787,,,,
116,2021-04-19,Brazil,AL,TOTAL,23,3991,331,167039,3991,167039,119.58565,5005.12831,0.02389,158555,8803,402223,12052.14186,415711,12.45629,145560,4.36154,,,,
116,2021-04-19,Brazil,AM,TOTAL,25,12396,442,364028,12396,364028,299.08819,8783.19412,0.03405,311360,410,909902,21953.93183,535545,12.92152,196756,4.74729,,,,
116,2021-04-19,Brazil,AP,TOTAL,10,1477,258,103374,1477,103374,174.64182,12223.03546,0.01429,75190,2205,169813,20078.84304,78508,9.28286,26543,3.13847,,,,
116,2021-04-19,Brazil,BA,TOTAL,68,17371,1430,863764,17371,863764,116.79503,5807.57267,0.02011,830817,190000,1978117,13299.99656,2065396,13.88682,641440,4.31276,,,,
116,2021-04-19,Brazil,CE,TOTAL,72,16307,734,623781,16235,623047,178.56834,6830.65782,0.02614,426928,87297,1807699,19795.04555,1160621,12.70928,436659,4.78160,,,,
116,2021-04-19,Brazil,DF,TOTAL,74,7284,1261,367969,7284,367969,241.57057,12203.52552,0.01980,348450,661,782118,25938.58987,367394,12.18446,159552,5.29147,,,,
116,2021-04-19,Brazil,ES,TOTAL,103,8776,1710,418642,8764,418457,218.38179,10417.47851,0.02096,389847,242843,1223143,30436.66405,598822,14.90107,150719,3.75049,,,,
116,2021-04-19,Brazil,GO,TOTAL,232,13908,4133,528546,13691,526028,198.16612,7530.91109,0.02631,501732,427613,1044078,14876.39409,750769,10.69722,252006,3.59067,,,,
116,2021-04-19,Brazil,MA,TOTAL,41,6907,1371,257369,6907,257369,97.62294,3637.63132,0.02684,230904,2815,619742,8759.38015,693456,9.80125,229108,3.23819,,,,
116,2021-04-19,Brazil,MG,TOTAL,88,30397,1872,1281421,30397,1281421,143.59346,6053.34995,0.02372,1167827,2675975,3605959,17034.31717,2652291,12.52925,976071,4.61090,,,,
116,2021-04-19,Brazil,MS,TOTAL,58,5282,1092,238806,5224,237714,190.06933,8593.27827,0.02212,219268,2538,723933,26050.25718,429810,15.46643,179034,6.44242,,,,
116,2021-04-19,Brazil,MT,TOTAL,84,9168,1896,344792,9012,342720,263.11062,9895.11736,0.02659,320566,48576,1039067,29819.97815,326383,9.36680,115492,3.31448,,,,
116,2021-04-19,Brazil,PA,TOTAL,119,12019,2787,453979,11900,451192,139.70927,5277.06758,0.02647,421399,720,980727,11400.00453,948022,11.01984,370805,4.31025,,,,
116,2021-04-19,Brazil,PB,TOTAL,34,6478,904,280967,6478,280967,161.21939,6992.48680,0.02306,194389,77408,763570,19003.13255,583738,14.52761,202721,5.04516,,,,
116,2021-04-19,Brazil,PE,TOTAL,36,13248,1020,383184,13248,383184,138.61988,4009.42925,0.03457,324576,8487,1493167,15623.68847,1179157,12.33806,425092,4.44793,,,,
116,2021-04-19,Brazil,PI,TOTAL,22,4802,1381,229291,4780,227910,146.70538,7005.04426,0.02094,221790,3678,655602,20029.22498,364353,11.13131,114645,3.50251,,,,
116,2021-04-19,Brazil,PR,TOTAL,75,20424,2701,909691,20424,909691,178.62582,7956.04706,0.02245,648889,12241,2874680,25141.60233,1430471,12.51073,481039,4.20711,,,,
116,2021-04-19,Brazil,RJ,TOTAL,108,41418,916,704265,41418,704265,239.89653,4079.16203,0.05881,653975,52017,2313502,13399.99790,1862896,10.79005,533714,3.09132,,,,
116,2021-04-19,Brazil,RN,TOTAL,30,5195,225,215460,5126,213447,148.13852,6143.97011,0.02411,150649,52838,679086,19364.54137,427539,12.19153,134984,3.84915,,,,
116,2021-04-19,Brazil,RO,TOTAL,53,4854,725,205207,4854,205207,273.12242,11546.48398,0.02365,180089,278705,529325,29783.79215,159641,8.98260,47280,2.66033,,,,
116,2021-04-19,Brazil,RR,TOTAL,6,1451,167,93957,1445,93790,239.53341,15510.57265,0.01544,86691,41093,219083,36166.57395,62384,10.29845,32251,5.32405,,,,
116,2021-04-19,Brazil,RS,TOTAL,79,23271,738,922550,23271,922550,204.53996,8108.73359,0.02522,884729,13610,3520687,30945.00344,1985961,17.45556,579946,5.09742,,,,
116,2021-04-19,Brazil,SC,TOTAL,82,12664,1973,857875,12664,857875,176.75331,11973.48756,0.01476,825401,148451,1827719,25509.74293,899501,12.55447,377377,5.26711,,,,
116,2021-04-19,Brazil,SE,TOTAL,27,3982,1303,191537,3982,191537,173.22865,8332.41977,0.02079,170284,2320,386688,16822.05912,277283,12.06262,106409,4.62910,,,,
116,2021-04-19,Brazil,SP,TOTAL,178,88528,4083,2750300,88528,2750300,192.79145,5989.45331,0.03219,2407888,1088735,12035827,26210.96748,6220127,13.54585,3216558,7.00484,,,,
116,2021-04-19,Brazil,TO,TOTAL,14,2396,875,154126,2382,153251,152.33338,9799.05472,0.01555,131837,405,462813,29424.82068,147641,9.38675,49726,3.16149,,,,
116,2021-04-19,Brazil,TOTAL,TOTAL,1756,375427,36522,13987519,374682,13973695,175.99435,6557.13192,0.02684,12346828,5514677,43246224,20273.15894,26707227,12.51993,10203252,4.78313,,,,
116,2021-04-20,Brazil,AC,TOTAL,12,1445,41,75640,1445,75640,163.84427,8576.59578,0.01910,62798,44233,197954,22445.41831,85897,9.73961,22324,2.53125,,,,
116,2021-04-20,Brazil,AL,TOTAL,23,4014,362,167401,4014,167401,120.27482,5015.97522,0.02398,159468,8803,407637,12214.36604,416096,12.46783,146186,4.38029,,,,
116,2021-04-20,Brazil,AM,TOTAL,35,12431,734,364762,12431,364762,299.93266,8800.90392,0.03408,311360,410,909902,21953.93183,544300,13.13276,203297,4.90511,,,,
116,2021-04-20,Brazil,AP,TOTAL,6,1483,246,103620,1483,103620,175.35126,12252.12272,0.01431,75190,2205,169813,20078.84304,79197,9.36433,28094,3.32186,,,,
116,2021-04-20,Brazil,BA,TOTAL,85,17456,4283,868047,17456,868047,117.36654,5836.36969,0.02011,834831,190000,1978117,13299.99656,2112152,14.20119,686842,4.61803,,,,
116,2021-04-20,Brazil,CE,TOTAL,145,16452,3911,627692,16307,623781,180.15615,6873.48487,0.02621,428865,87297,1813210,19855.39326,1187265,13.00104,476473,5.21757,,,,
116,2021-04-20,Brazil,DF,TOTAL,60,7344,955,368924,7344,368924,243.56044,12235.19767,0.01991,350781,661,782118,25938.58987,370929,12.30169,175184,5.80990,,,,
116,2021-04-20,Brazil,ES,TOTAL,116,8892,1924,420566,8875,420366,221.26834,10465.35528,0.02114,392396,242843,1223143,30436.66405,608652,15.14568,156697,3.89924,,,,
116,2021-04-20,Brazil,GO,TOTAL,176,14084,3371,531917,13929,529224,200.67383,7578.94230,0.02648,506142,427613,1057704,15070.54218,750769,10.69722,252006,3.59067,,,,
116,2021-04-20,Brazil,MA,TOTAL,44,6951,1282,258651,6951,258651,98.24484,3655.75100,0.02687,230904,2815,619742,8759.38015,710366,10.04025,241515,3.41355,,,,
116,2021-04-20,Brazil,MG,TOTAL,129,30526,4850,1286271,30526,1286271,144.20285,6076.26104,0.02373,1173894,2675975,3605959,17034.31717,2726116,12.87800,1047775,4.94962,,,,
116,2021-04-20,Brazil,MS,TOTAL,53,5335,1112,239918,5282,238806,191.97650,8633.29286,0.02224,220401,2538,726235,26133.09315,443358,15.95395,190187,6.84376,,,,
116,2021-04-20,Brazil,MT,TOTAL,65,9233,1951,346743,9078,344626,264.97604,9951.10872,0.02663,324630,48576,1039067,29819.97815,326401,9.36732,115525,3.31543,,,,
116,2021-04-20,Brazil,PA,TOTAL,146,12165,2649,456628,12019,453979,141.40638,5307.85965,0.02664,425540,720,980727,11400.00453,952762,11.07494,388119,4.51151,,,,
116,2021-04-20,Brazil,PB,TOTAL,42,6520,1072,282039,6520,282039,162.26466,7019.16589,0.02312,194932,77408,763570,19003.13255,585154,14.56285,203893,5.07433,,,,
116,2021-04-20,Brazil,PE,TOTAL,69,13317,2843,386027,13317,386027,139.34185,4039.17686,0.03450,324576,8487,1493167,15623.68847,1208621,12.64635,451973,4.72920,,,,
116,2021-04-20,Brazil,PI,TOTAL,28,4830,1661,230952,4802,229291,147.56080,7055.78929,0.02091,223176,3678,658357,20113.39269,369191,11.27911,125920,3.84697,,,,
116,2021-04-20,Brazil,PR,TOTAL,204,20628,3803,913494,20628,913494,180.40998,7989.30764,0.02258,654855,12241,2902061,25381.07324,1458539,12.75621,528642,4.62344,,,,
116,2021-04-20,Brazil,RJ,TOTAL,327,41745,4159,708424,41745,708424,241.79055,4103.25131,0.05893,653975,52017,2313502,13399.99790,1919685,11.11898,559330,3.23969,,,,
116,2021-04-20,Brazil,RN,TOTAL,0,5195,0,215460,5156,213668,148.13852,6143.97011,0.02411,150649,52838,679086,19364.54137,435235,12.41099,146946,4.19025,,,,
116,2021-04-20,Brazil,RO,TOTAL,60,4914,882,206089,4914,206089,276.49847,11596.11192,0.02384,187548,278705,543341,30572.43737,162863,9.16389,49833,2.80398,,,,
116,2021-04-20,Brazil,RR,TOTAL,15,1466,313,94270,1451,93957,242.00964,15562.24319,0.01555,89008,41093,222976,36809.23665,62680,10.34732,32813,5.41682,,,,
116,2021-04-20,Brazil,RS,TOTAL,244,23515,6252,928802,23515,928802,206.68459,8163.68541,0.02532,892039,13610,3541688,31129.59128,1990217,17.49297,582369,5.11872,,,,
116,2021-04-20,Brazil,SC,TOTAL,96,12760,3284,861159,12760,861159,178.09320,12019.32283,0.01482,825401,148451,1827719,25509.74293,899501,12.55447,377377,5.26711,,,,
116,2021-04-20,Brazil,SE,TOTAL,27,4009,1005,192542,4009,192542,174.40323,8376.14021,0.02082,175573,2320,406505,17684.15658,284960,12.39659,116580,5.07157,,,,
116,2021-04-20,Brazil,SP,TOTAL,1122,89650,19060,2769360,89650,2769360,195.23488,6030.96114,0.03237,2423528,1088735,12035827,26210.96748,6345104,13.81802,3369603,7.33814,,,,
116,2021-04-20,Brazil,TO,TOTAL,18,2414,638,154764,2396,154126,153.47779,9839.61762,0.01560,133331,405,465487,29594.82880,148063,9.41358,50129,3.18711,,,,
116,2021-04-20,Brazil,TOTAL,TOTAL,3347,378774,72643,14060162,378003,14043076,177.56338,6591.18583,0.02694,12425791,5514677,43364614,20328.65833,27184073,12.74347,10725632,5.02801,,,,
116,2021-04-21,Brazil,AC,TOTAL,4,1449,239,75879,1449,75879,164.29782,8603.69528,0.01910,62798,44233,197954,22445.41831,85893,9.73915,22325,2.53137,,,,
116,2021-04-21,Brazil,AL,TOTAL,20,4034,871,168272,4034,168272,120.87409,5042.07371,0.02397,159468,8803,407637,12214.36604,416096,12.46783,146186,4.38029,,,,
116,2021-04-21,Brazil,AM,TOTAL,23,12454,671,365433,12454,365433,300.48760,8817.09368,0.03408,311360,410,909902,21953.93183,546929,13.19619,203855,4.91857,,,,
116,2021-04-21,Brazil,AP,TOTAL,5,1488,113,103733,1488,103733,175.94247,12265.48394,0.01434,75190,2205,169813,20078.84304,79197,9.36433,28094,3.32186,,,,
